Time (s),Bz (µT),Voltage (mV)
5.960000038146973,-209.46412658691406,0.014649138785898685
5.96999979019165,-212.98092651367188,0.014184756204485893
5.980000019073486,-216.14910888671875,0.013657800853252411
5.989999771118164,-219.1085662841797,0.012903958559036255
6,-221.8307647705078,0.01232087705284357
6.010000228881836,-224.5029296875,0.011682362295687199
6.019999980926514,-226.88919067382812,0.011099083349108696
6.03000020980835,-228.74566650390625,0.010341175831854343
6.039999961853027,-229.8621063232422,0.009528431110084057
6.050000190734863,-230.7382049560547,0.008770324289798737
6.059999942779541,-231.3680877685547,0.007957777939736843
6.070000171661377,-231.6974334716797,0.007259666919708252
6.079999923706055,-231.7083740234375,0.006561554968357086
6.090000152587891,-231.40936279296875,0.005863443482667208
6.099999904632568,-230.50198364257812,0.005104842130094767
6.110000133514404,-229.27944946289062,0.004232202656567097
6.119999885559082,-227.67144775390625,0.003298874944448471
6.130000114440918,-225.6847686767578,0.002312494907528162
6.139999866485596,-223.395263671875,0.0015007416950538754
6.150000095367432,-220.76695251464844,0.0007416444714181125
6.159999847412109,-217.49435424804688,-0.00019207985315006226
6.170000076293945,-213.68637084960938,-0.001239247270859778
6.179999828338623,-209.4759063720703,-0.0022251317277550697
6.190000057220459,-205.0306854248047,-0.0030363888945430517
6.199999809265137,-199.99310302734375,-0.0037959818728268147
6.210000038146973,-194.36843872070312,-0.004607040900737047
6.21999979019165,-188.20616149902344,-0.005366832949221134
6.230000019073486,-181.5908660888672,-0.0063012512400746346
6.239999771118164,-174.64463806152344,-0.007410296238958836
6.25,-167.51226806640625,-0.008631991222500801
6.260000228881836,-159.93931579589844,-0.009853686206042767
6.269999980926514,-151.57296752929688,-0.011075382120907307
6.28000020980835,-142.3922119140625,-0.012297077104449272
6.289999961853027,-132.75511169433594,-0.013394025154411793
6.300000190734863,-122.04549407958984,-0.014266664162278175
6.309999942779541,-111.10871124267578,-0.015139304101467133
6.320000171661377,-99.60618591308594,-0.01601194404065609
6.329999923706055,-87.51155853271484,-0.01694735325872898
6.340000152587891,-75.24613189697266,-0.01799452118575573
6.349999904632568,-62.5570182800293,-0.019293563440442085
6.360000133514404,-49.116119384765625,-0.021228047087788582
6.369999885559082,-35.26466369628906,-0.02368641272187233
6.380000114440918,-21.037378311157227,-0.026415592059493065
6.389999866485596,-5.893335342407227,-0.028780048713088036
6.400000095367432,10.565617561340332,-0.030572926625609398
6.409999847412109,28.514259338378906,-0.032080113887786865
6.420000076293945,47.462242126464844,-0.03366732969880104
6.429999828338623,66.99718475341797,-0.035842183977365494
6.440000057220459,86.95977783203125,-0.038843266665935516
6.449999809265137,107.77803802490234,-0.042764198035001755
6.460000038146973,129.72743225097656,-0.04712739586830139
6.46999979019165,152.99583435058594,-0.05142642930150032
6.480000019073486,177.70143127441406,-0.055615104734897614
6.489999771118164,204.01577758789062,-0.05967506021261215
6.5,233.09706115722656,-0.0633213073015213
6.510000228881836,263.48675537109375,-0.0665082260966301
6.519999980926514,294.9855041503906,-0.06921657919883728
6.53000020980835,327.292236328125,-0.07129117846488953
6.539999961853027,359.67669677734375,-0.0726473405957222
6.550000190734863,392.4060974121094,-0.0736052617430687
6.559999942779541,425.8326110839844,-0.0755869448184967
6.570000171661377,459.9037170410156,-0.07874937355518341
6.579999923706055,494.5257568359375,-0.08237042278051376
6.590000152587891,529.7262573242188,-0.085948646068573
6.599999904632568,566.1182250976562,-0.08915559947490692
6.610000133514404,603.1237182617188,-0.0922749936580658
6.619999885559082,640.7528076171875,-0.09460791200399399
6.630000114440918,678.9581298828125,-0.09578418731689453
6.639999866485596,717.3501586914062,-0.09624192118644714
6.650000095367432,756.35791015625,-0.09718447178602219
6.659999847412109,795.13720703125,-0.099632628262043
6.670000076293945,833.8090209960938,-0.10334551334381104
6.679999828338623,872.5765380859375,-0.10777495056390762
6.690000057220459,911.3440551757812,-0.11151659488677979
6.699999809265137,951.3263549804688,-0.11256475746631622
6.710000038146973,991.54931640625,-0.10914728045463562
6.71999979019165,1031.65380859375,-0.0999670997262001
6.730000019073486,1070.96435546875,-0.08442360907793045
6.739999771118164,1106.5716552734375,-0.061813127249479294
6.75,1135.5074462890625,-0.03343696892261505
6.760000228881836,1156.940185546875,-0.0017676901770755649
6.769999980926514,1170.1776123046875,0.03013055957853794
6.78000020980835,1174.8353271484375,0.05957004800438881
6.789999961853027,1168.952880859375,0.08548962324857712
6.800000190734863,1153.162353515625,0.10790456086397171
6.809999942779541,1129.353271484375,0.12762096524238586
6.820000171661377,1098.2958984375,0.14459379017353058
6.829999923706055,1060.8212890625,0.15807409584522247
6.840000152587891,1016.6094360351562,0.16799400746822357
6.849999904632568,966.8649291992188,0.17458641529083252
6.860000133514404,913.033447265625,0.17845281958580017
