Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m),vᵧ (m/s),aᵧ (m/s²)
0.8500000238418579,0.1370992511510849,-8.631507873535156,-4.793956756591797,-1.8236711025238037,0,0,0
0.8600000143051147,0.13342070579528809,-8.629395484924316,-4.792037010192871,-1.8255438804626465,0,0,0
0.8700000047683716,0.13653545081615448,-8.629937171936035,-4.7941060066223145,-1.8236712217330933,0,0,0
0.8799999952316284,0.1351468712091446,-8.632792472839355,-4.7925705909729,-1.8227347135543823,0,0,0
0.8899999856948853,0.1391115039587021,-8.634471893310547,-4.793901443481445,-1.821798324584961,0,0,0
0.8999999761581421,0.1467302292585373,-8.637459754943848,-4.794701099395752,-1.821798324584961,0,0,0
0.9100000262260437,0.14813926815986633,-8.639217376708984,-4.7898077964782715,-1.8199257850646973,0,0,0
0.9200000166893005,0.14745700359344482,-8.643157005310059,-4.781883716583252,-1.8227347135543823,0,0,0
0.9300000071525574,0.15095210075378418,-8.646133422851562,-4.773624897003174,-1.8255438804626465,0,0,0
0.9399999976158142,0.1456451565027237,-8.645471572875977,-4.768825531005859,-1.8274167776107788,0,0,0
0.949999988079071,0.14004574716091156,-8.64847469329834,-4.769510746002197,-1.8264803886413574,0,0,0
0.9599999785423279,0.13631343841552734,-8.651467323303223,-4.775322437286377,-1.8264803886413574,0,0,0
0.9700000286102295,0.13273268938064575,-8.647329330444336,-4.7819013595581055,-1.8255438804626465,0,0,0
0.9800000190734863,0.1284024864435196,-8.642354965209961,-4.784668922424316,-1.8255438804626465,0,0,0
0.9900000095367432,0.13029494881629944,-8.64243221282959,-4.786740303039551,-1.8246076107025146,0,0,0
1,0.13469739258289337,-8.638446807861328,-4.79155969619751,-1.8255438804626465,0,0,0
1.0099999904632568,0.13555189967155457,-8.633407592773438,-4.794386863708496,-1.8264803886413574,0,0,0
1.0199999809265137,0.13745513558387756,-8.633939743041992,-4.7984185218811035,-1.824607491493225,0,0,0
1.0299999713897705,0.1460336297750473,-8.634956359863281,-4.797542572021484,-1.8227347135543823,0,0,0
1.0399999618530273,0.14983507990837097,-8.636115074157715,-4.796083450317383,-1.820862054824829,0,0,0
1.0499999523162842,0.15469957888126373,-8.640525817871094,-4.793264389038086,-1.821798324584961,0,0,0
1.059999942779541,0.15524552762508392,-8.640913009643555,-4.787034511566162,-1.8227348327636719,0,0,0
1.0700000524520874,0.15346935391426086,-8.640902519226074,-4.779876708984375,-1.8236711025238037,0,0,0
1.0800000429153442,0.14496375620365143,-8.64169979095459,-4.777781009674072,-1.8236711025238037,0,0,0
1.090000033378601,0.13984665274620056,-8.642481803894043,-4.741508483886719,-1.8236711025238037,0,0,0
1.100000023841858,0.14382404088974,-8.64188003540039,-4.640032768249512,-1.8236711025238037,0,0,0
1.1100000143051147,0.13343942165374756,-8.646522521972656,-4.627881050109863,-1.8255438804626465,0,0,0
1.1200000047683716,0.11919631063938141,-8.645445823669434,-4.735750198364258,-1.8274167776107788,0,0,0
1.1299999952316284,0.1344068944454193,-8.648587226867676,-4.860956192016602,-1.8302258253097534,0,0,0
1.1399999856948853,0.14153891801834106,-8.648303031921387,-4.947173595428467,-1.8311620950698853,0,0,0
1.149999976158142,0.13452625274658203,-8.644328117370605,-4.923224449157715,-1.8311620950698853,0,0,0
1.159999966621399,0.14689253270626068,-8.648752212524414,-4.796717166900635,-1.8311620950698853,0,0,0
1.1699999570846558,0.1589132845401764,-8.639613151550293,-4.672536849975586,-1.8311620950698853,0,0,0
1.1799999475479126,0.15799887478351593,-8.626779556274414,-4.654741287231445,-1.8311620950698853,0,0,0
1.190000057220459,0.1514209657907486,-8.623286247253418,-4.745438575744629,-1.8311620950698853,0,0,0
1.2000000476837158,0.1335083544254303,-8.62421989440918,-4.82872200012207,-1.8311620950698853,0,0,0
1.2100000381469727,0.043389853090047836,-8.624098777770996,-4.790527820587158,-1.8311620950698853,0,0,0
1.2200000286102295,-0.12327773869037628,-8.644755363464355,-4.724294662475586,-1.8311620950698853,0,0,0
