Time (s),Fᵧ (N),rᵧ (m)
5.75,-1.1337722539901733,0.022904541343450546
5.760000228881836,-1.1642552614212036,0.025386136025190353
5.769999980926514,-1.1973977088928223,0.027992350980639458
5.78000020980835,-1.2329943180084229,0.030752191320061684
5.789999961853027,-1.2676551342010498,0.03375936299562454
5.800000190734863,-1.3059910535812378,0.03676653280854225
5.809999942779541,-1.3439644575119019,0.03985195234417915
5.820000171661377,-1.3814345598220825,0.043138325214385986
5.829999923706055,-1.4207127094268799,0.04646724835038185
5.840000152587891,-1.460120677947998,0.04975458234548569
5.849999904632568,-1.4994016885757446,0.053242869675159454
5.860000133514404,-1.5410569906234741,0.056851472705602646
5.869999885559082,-1.5855226516723633,0.060460079461336136
5.880000114440918,-1.6304869651794434,0.06415028125047684
5.889999866485596,-1.6750108003616333,0.06787729263305664
5.900000095367432,-1.7185426950454712,0.07148589938879013
5.909999847412109,-1.7616872787475586,0.07509449869394302
5.920000076293945,-1.8015259504318237,0.07870310544967651
5.929999828338623,-1.8436282873153687,0.08222772926092148
5.940000057220459,-1.8853391408920288,0.08572032302618027
5.949999809265137,-1.9279371500015259,0.08924398571252823
5.960000038146973,-1.9714736938476562,0.09265211969614029
5.96999979019165,-2.013716459274292,0.09606024622917175
5.980000019073486,-2.0529751777648926,0.09946836531162262
5.989999771118164,-2.0965960025787354,0.10278964042663574
6,-2.1363883018493652,0.10608462244272232
6.010000228881836,-2.176219940185547,0.10949274897575378
6.019999980926514,-2.217885971069336,0.1128125861287117
6.03000020980835,-2.2549426555633545,0.11602023988962173
6.039999961853027,-2.2923786640167236,0.11922788619995117
6.050000190734863,-2.330333948135376,0.12234582006931305
6.059999942779541,-2.3673510551452637,0.12535299360752106
6.070000171661377,-2.4061813354492188,0.12836015224456787
6.079999923706055,-2.4455535411834717,0.13136732578277588
6.090000152587891,-2.4816324710845947,0.1343744993209839
6.099999904632568,-2.5172293186187744,0.1373816728591919
6.110000133514404,-2.5542187690734863,0.1403888314962387
6.119999885559082,-2.5902955532073975,0.1433960199356079
6.130000114440918,-2.627286672592163,0.14630964398384094
6.139999866485596,-2.6647565364837646,0.14911633729934692
6.150000095367432,-2.7017672061920166,0.1519230157136917
6.159999847412109,-2.737363815307617,0.1547297090291977
6.170000076293945,-2.7715635299682617,0.1574409455060959
6.179999828338623,-2.805748701095581,0.16014310717582703
6.190000057220459,-2.8408825397491455,0.162949800491333
6.199999809265137,-2.874605655670166,0.1656596064567566
6.210000038146973,-2.9083287715911865,0.16826581954956055
6.21999979019165,-2.943453311920166,0.1709698736667633
6.230000019073486,-2.9776482582092285,0.1737765669822693
6.239999771118164,-3.011371374130249,0.17648446559906006
6.25,-3.0455617904663086,0.17918996512889862
6.260000228881836,-3.082094669342041,0.1819966584444046
6.269999980926514,-3.1158177852630615,0.18470311164855957
6.28000020980835,-3.148606300354004,0.18730932474136353
6.289999961853027,-3.184669017791748,0.1900167316198349
6.300000190734863,-3.215578079223633,0.19272175431251526
6.309999942779541,-3.2464981079101562,0.1953279674053192
6.320000171661377,-3.283038377761841,0.19793419539928436
6.329999923706055,-3.3186259269714355,0.20054039359092712
6.340000152587891,-3.3542330265045166,0.20314662158489227
6.349999904632568,-3.389817714691162,0.20575283467769623
6.360000133514404,-3.4221296310424805,0.20835904777050018
6.369999885559082,-3.4549152851104736,0.21107028424739838
6.380000114440918,-3.485352039337158,0.21377146244049072
6.389999866485596,-3.515805959701538,0.21637769043445587
6.400000095367432,-3.549069881439209,0.21898390352725983
6.409999847412109,-3.5808987617492676,0.22148318588733673
6.420000076293945,-3.6127712726593018,0.22388891875743866
6.429999828338623,-3.646494150161743,0.22629466652870178
6.440000057220459,-3.678800106048584,0.2287003993988037
6.449999809265137,-3.711585521697998,0.23110611736774445
6.460000038146973,-3.742499351501465,0.23362119495868683
6.46999979019165,-3.7738654613494873,0.23611761629581451
6.480000019073486,-3.804326057434082,0.23852333426475525
6.489999771118164,-3.835205316543579,0.24092908203601837
6.5,-3.8637940883636475,0.2433348149061203
6.510000228881836,-3.892347574234009,0.24562884867191315
6.519999980926514,-3.9218735694885254,0.24794629216194153
6.53000020980835,-3.9518496990203857,0.25035202503204346
6.539999961853027,-3.983250856399536,0.2526446282863617
6.550000190734863,-4.013674736022949,0.2548498809337616
6.559999942779541,-4.041733741760254,0.2571692168712616
6.570000171661377,-4.067963123321533,0.25934579968452454
6.579999923706055,-4.093700885772705,0.2613506019115448
6.590000152587891,-4.11854887008667,0.26335540413856506
6.599999904632568,-4.144777774810791,0.26536017656326294
